"Gene.Name","EV-R1","EV-R2","EV-R3","KO-R1","KO-R2","KO-R3"
"TIA1",268,233,254,118,130,127
"PCYOX1",77,80,60,39,46,33
"SNRPG",111,104,104,84,83,100
"FAM136A",62,55,33,34,47,38
"VAX2",10,4,4,1,6,1
"NAGK",20,17,22,19,15,15
"MPHOSPH10",29,37,31,24,21,26
"ZNF638",28,24,37,24,22,23
"CYP26B1",0,0,0,0,0,0
"CYP26B1",1,0,0,0,1,0
"EXOC6B",12,4,3,7,8,3
"EXOC6B",9,6,6,3,2,2
"SPR",58,38,50,16,39,31
"SFXN5",4,12,11,7,6,3
"SFXN5",8,12,4,5,5,6
"SFXN5",10,7,2,3,1,3
"NAT8",3,3,2,2,7,1
"NAT8B",0,0,2,0,1,1
"TPRKB",4,2,4,3,8,1
"DGUOK",136,124,115,95,94,75
"TET3",19,15,14,12,8,9
"BOLA3",28,13,16,6,1,7
"MOB1A",74,72,62,48,54,44
"MTHFD2",54,47,46,43,54,48
"SLC4A5",0,0,0,1,1,1
"DCTN1",20,27,29,24,21,24
"WDR54",606,613,523,362,360,334
"RTKN",272,223,229,146,143,119
"RTKN",1,1,2,1,0,0
"WBP1",42,26,21,18,13,20
"MOGS",85,77,87,58,61,51
"MRPL53",143,98,108,115,72,81
"TTC31",22,15,23,6,12,8
"LBX2",85,73,80,69,53,54
"PCGF1",8,15,10,5,12,7
"AUP1",11,12,9,11,7,6
"SEMA4F",2,0,2,1,0,0
"HK2",4,0,0,2,1,1
"HK2",0,1,2,1,0,0
"HK2",176,137,122,114,140,130
"LOC101927884",6,6,5,5,6,6
"EVA1A",15,8,7,10,7,5
"MRPL19",15,20,22,11,15,10
"GCFC2",64,48,55,46,47,37
"LOC101927987",0,0,0,0,0,0
"LINC01815",0,1,1,1,3,0
"LINC00298",0,3,2,1,4,2
"LINC00298",0,0,0,0,0,0
"LINC00298",1,0,3,2,2,5
"LINC01815",0,1,0,1,0,1
"LINC01809",0,0,0,0,0,0
"LINC01809",0,0,0,0,0,0
"LINC00299",0,0,0,1,1,1
"FUNDC2P2",0,0,0,0,0,0
"SUCLG1",3,3,3,2,4,2
"DNAH6",1,0,1,0,2,1
"DNAH6",1,4,1,2,2,1
"TMSB10",938,656,804,411,460,337
"KCMF1",75,39,46,41,55,38
"TCF7L1",2,0,2,2,0,0
"TCF7L1-IT1",11,8,17,9,3,3
"LINC01814",0,1,0,1,1,0
"LOC102724579",4,4,3,1,1,0
"ELMOD3",20,12,11,10,9,4
"SH2D6",1,3,4,3,1,0
"SH2D6",5,2,4,2,3,0
"SH2D6",0,0,2,0,0,0
"PARTICL",20,19,17,4,11,11
"GGCX",60,55,65,61,54,39
"VAMP5",15,15,19,7,7,8
"RNF181",99,99,78,79,74,65
"TMEM150A",3,7,2,0,2,4
"USP39",95,76,70,53,58,58
"LINC01814",1,4,1,4,4,6
"ATOH8",0,0,0,0,2,1
"MIR6071",4,0,1,3,3,4
"ST3GAL5",1,2,0,1,2,0
"ST3GAL5-AS1",0,0,0,1,0,2
"POLR1A",131,118,79,97,82,81
"IMMT",12,13,18,4,11,11
"LINC01814",0,2,1,0,2,1
"ID2-AS1",0,0,0,0,0,0
"KDM3A",2,5,4,1,0,2
"CHMP3",171,155,145,85,108,108
"RNF103",37,46,42,26,19,19
"RNF103",27,47,44,23,22,22
"RNF103",12,19,17,8,4,7
"ID2-AS1",5,3,4,3,2,0
"ID2",4,6,6,7,4,1
"RGPD1",95,86,92,166,173,158
"KRCC1",46,36,24,22,18,17
"FABP1",61,103,78,57,82,74
"FABP1",0,0,0,1,1,0
"LOC101927050",0,0,1,1,1,0
"LOC101927050",3,1,2,0,1,0
"LOC101927050",2,2,1,4,4,8
"LOC101927050",0,0,0,2,0,0
"LOC101927050",1,0,2,0,0,1
"LOC101927050",0,0,0,0,0,0
"LOC101927050",0,0,0,0,0,0
"LOC101927050",0,0,0,1,0,0
"LOC101927050",1,0,0,0,0,0
"LOC101927050",0,0,0,0,0,0
"LSP1P4",1,0,0,0,0,0
"LSP1P4",0,0,0,0,0,0
"LSP1P4",2,0,1,0,0,0
"ASAP2",4,4,4,0,2,1
"ITGB1BP1",9,1,1,3,1,3
"CPSF3",45,55,51,34,37,37
"MRPS5",65,40,48,36,43,28
"ZNF2",11,16,21,9,10,15
"ADAM17",1,8,5,0,5,2
"STARD7-AS1",657,586,590,551,525,480
"STARD7",261,163,236,178,157,113
"TMEM127",11,7,4,6,7,4
"CIAO1",22,12,14,9,14,11
"SNRNP200",132,117,88,64,80,65
"YWHAQ",14,12,11,7,8,5
"NCAPH",7,6,10,2,3,5
"NCAPH",15,5,10,12,8,5
"ARID5A",31,28,25,16,16,11
"ARID5A",0,2,4,5,2,2
"ARID5A",1,0,4,0,0,0
"KANSL3",87,97,81,62,51,55
"KANSL3",2,6,5,9,6,10
"CNNM3",19,21,15,14,18,11
"CNNM3",8,9,10,7,5,6
"ANKRD39",22,13,17,11,12,14
"ANKRD39",18,20,20,9,8,5
"SEMA4C",14,7,10,7,7,3
"ACTR1B",6,3,3,2,1,0
"TMEM131",5,5,1,2,4,1
"UNC50",88,85,69,56,48,36
"MGAT4A",13,4,4,7,2,1
"MGAT4A",5,1,2,2,0,0
"LINC02611",11,10,12,0,0,2
"LINC02611",5,3,2,0,0,0
"LINC02611",4,2,1,2,1,0
"TSGA10",4,14,3,1,5,4
"LIPT1",1,4,4,1,4,1
"MRPL30",30,35,40,35,42,34
"TXNDC9",4,9,4,9,4,2
"REV1",0,0,0,0,0,0
"GRHL1",10,6,15,3,7,5
"AFF3",4,8,3,3,4,2
"ANKEF1",72,70,51,21,26,25
"SNAP25",5,15,5,0,1,2
"MKKS",1,2,0,0,0,0
"MKKS",4,2,2,1,0,0
"MKKS",6,3,8,0,3,1
"MKKS",15,20,13,9,10,6
"MKKS",29,21,24,1,8,6
"SLX4IP",10,20,14,3,7,2
"JAG1",3,2,3,0,2,0
"JAG1",2,1,0,1,0,1
"JAG1",8,8,9,1,4,2
"LINC01752",0,0,2,0,1,0
"LOC101929413",0,0,0,0,1,0
"LOC101929413",0,0,0,0,0,0
"LOC339593",0,0,0,0,0,0
"PSMF1",125,105,99,70,55,63
"LOC339593",0,0,0,1,0,0
"LOC339593",2,0,1,0,1,0
"LOC339593",2,0,0,0,0,0
"LINC00687",1,2,2,1,0,0
"BTBD3",87,58,86,22,24,20
"LOC102606466",5,3,1,1,0,0
"LOC102606466",0,2,1,0,1,1
"LOC102606466",1,3,5,0,0,0
"LOC102606466",0,0,0,0,0,0
"LINC01722",1,0,1,1,2,2
"ISM1-AS1",4,2,1,6,5,5
"SDCBP2-AS1",36,28,23,11,11,10
"ISM1-AS1",2,5,4,0,1,0
"NDUFAF5",93,87,103,65,81,66
"FLRT3",50,36,44,16,20,10
"FLRT3",0,1,2,0,0,1
"FLRT3",0,1,1,0,0,0
"FLRT3",0,2,2,0,1,1
"NSFL1C",43,47,27,10,29,15
"MACROD2-AS1",0,2,3,1,1,1
"MACROD2-AS1",1,3,3,0,0,2
"BFSP1",6,6,3,3,7,1
"RRBP1",31,28,35,10,18,17
"BANF2",3,1,0,0,1,0
"SNORD17",1,1,1,1,1,1
"MGME1",54,51,48,14,24,27
"PET117",57,50,46,23,24,19
"KAT14",16,9,11,2,6,5
"ZNF133",5,1,2,1,2,5
"DZANK1",2,1,1,0,0,0
"SEC23B",108,125,117,64,47,58
"SMIM26",181,166,175,66,79,62
"NAA20",1,0,1,1,0,1
"NAA20",29,30,35,12,19,18
"RALGAPA2",12,13,17,14,7,10
"RALGAPA2",0,0,0,0,0,0
"STK35",18,3,16,2,9,3
"XRN2",236,215,188,90,107,89
"LOC284788",1,1,1,1,3,2
"LOC284788",1,0,1,0,2,0
"LOC284788",0,0,0,0,0,0
"LOC284788",0,2,0,0,0,0
"LOC284788",3,5,4,2,3,2
"LINC00261",0,0,0,0,0,0
"LINC00261",2,1,1,2,1,0
"LINC00261",17,15,16,12,9,10
"LINC00261",25,15,23,4,6,5
"TGM3",0,0,0,0,0,0
"NXT1",0,2,0,0,0,0
"NXT1",17,11,12,8,11,2
"GZF1",2,1,1,0,1,0
"NAPB",8,14,7,2,11,10
"CST3",301,238,260,126,145,121
"SNRPB",300,264,234,100,120,105
"ZNF343",4,6,3,4,2,1
"ENTPD6",66,35,41,17,17,26
"PYGB",8,4,4,1,6,3
"ZNF343",1,3,0,1,2,0
"PYGB",84,66,85,24,31,28
"PYGB",5,11,10,2,4,4
"ABHD12",6,3,6,0,1,3
"ABHD12",3,4,3,2,2,1
"GINS1",128,106,114,41,40,26
"NINL",38,41,36,9,11,14
"ZNF337-AS1",16,24,20,18,16,11
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"NOP56",12,5,11,4,1,4
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"MIR663AHG",0,0,0,0,0,0
"IDH3B",8,4,4,3,1,4
"VPS16",73,48,61,37,31,21
"FRG1CP",0,0,0,0,0,0
"PTPRA",0,1,1,2,2,1
"C20orf96",28,23,20,13,4,15
"PTPRA",1,0,3,2,2,5
"ZCCHC3",47,50,50,23,26,11
"MRPS26",79,58,59,20,28,32
"DEFB115",1,0,1,0,0,0
"DEFB115",7,2,3,6,0,3
"DEFB115",3,1,1,0,1,1
"DEFB115",1,0,0,0,0,0
"DEFB115",0,0,0,4,0,0
"HM13",120,127,107,59,93,69
"HM13-AS1",72,76,43,32,37,18
"HM13-AS1",26,26,20,10,19,5
"HM13-AS1",3,8,9,0,1,6
"UBOX5",26,18,23,8,9,7
"MIR3193",12,10,7,8,11,6
"COX4I2",603,574,510,203,184,173
"COX4I2",35,43,45,16,16,18
"ABALON",55,33,42,36,15,17
"LZTS3",14,15,9,10,4,3
"ABALON",36,31,39,10,12,8
"ABALON",30,27,24,24,14,27
"ABALON",69,48,48,36,20,29
"ABALON",96,87,86,40,27,27
"ABALON",117,102,98,50,29,28
"BCL2L1",156,133,145,35,45,29
"LZTS3",14,12,7,7,4,9
"TPX2",88,61,75,41,46,38
"PDRG1",41,44,37,21,32,18
"DDRGK1",81,116,90,38,47,43
"ITPA",86,84,81,36,45,37
"TM9SF4",20,11,7,9,6,3
"PLAGL2",48,26,38,20,15,19
"MIR1825",12,16,12,9,10,9
"ITPA",15,13,10,6,5,3
"KIF3B",8,7,7,3,6,4
"KIF3B",15,11,11,6,4,12
"KIF3B",4,8,11,8,5,6
"KIF3B",9,5,11,11,3,7
"ASXL1",19,19,23,7,7,7
"ASXL1",11,12,11,5,4,3
"ASXL1",10,6,13,6,5,5
"ASXL1",7,3,8,1,1,5
"ASXL1",24,25,35,11,14,11
"ASXL1",351,297,308,135,162,147
"NOL4L",28,29,28,10,4,10
"NOL4L",22,16,17,2,7,7
"NOL4L",5,4,3,1,1,1
"NRSN2-AS1",2,1,1,0,0,0
"C20orf203",1,1,1,3,1,0
"COMMD7",8,7,9,0,2,6
"DNMT3B",20,5,13,5,4,4
"MAPRE1",34,36,47,16,19,9
"CDK5RAP1",22,20,25,9,8,10
"CDK5RAP1",11,14,9,6,9,2
"CBFA2T2",0,0,0,0,0,0
"C20orf144",8,8,7,5,3,1
"NECAB3",12,4,11,4,3,4
"E2F1",2,0,1,0,0,1
"ZNF341",1,0,0,0,0,0
"CHMP4B",6,2,7,0,7,4
"RALY",2,0,0,0,0,0
"EIF2S2",7,3,9,3,2,5
"AHCY",192,194,146,57,96,72
"AHCY",3,2,2,0,1,0
"ITCH",11,15,13,3,9,7
"DYNLRB1",6,6,9,4,3,1
"DYNLRB1",146,143,126,59,53,44
"TP53INP2",15,7,6,13,6,3
"ATRN",101,96,103,48,82,63
"NRSN2",9,5,8,2,7,2
"NCOA6",15,4,8,5,5,4
"GSS",10,13,14,5,8,6
"TRPC4AP",158,95,103,54,53,52
"MMP24-AS1-EDEM2",4,6,8,5,4,3
"EIF6",10,10,7,6,6,3
"FAM83C",8,8,14,5,2,7
"FAM83C",3,2,6,1,0,3
"GDF5",6,2,5,1,0,5
"CPNE1",77,68,62,21,25,21
"ROMO1",50,43,42,17,26,23
"RBM39",2,3,6,2,0,0
"SCAND1",122,122,119,68,73,51
"NORAD",582,489,494,192,207,211
"TGIF2",23,8,20,6,8,7
"RAB5IF",74,39,47,22,35,25
"DSN1",13,3,13,5,10,7
"RBL1",26,27,24,18,9,7
"TRIB3",0,1,0,1,2,0
"RPN2",142,107,134,70,84,71
"MANBAL",2,4,0,1,3,1
"BLCAP",0,0,0,0,0,1
"C20orf27",1,1,1,0,1,1
"CDC25B",7,2,5,0,1,0
"TTI1",19,21,12,9,11,10
"TRIB3",200,134,148,116,126,101
"TGM2",0,0,1,1,1,3
"AP5S1",62,55,49,28,20,27
"SNHG17",53,66,50,24,28,33
"SNHG11",30,22,24,9,16,8
"MAVS",14,8,5,6,3,0
"RALGAPB",14,13,17,10,7,8
"ACTR5",0,5,2,1,1,3
"PANK2",37,26,25,15,16,11
"FAM83D",107,56,67,46,51,46
"RBCK1",7,4,4,2,4,3
"RBCK1",1,4,1,0,0,2
"RBCK1",2,6,4,3,4,1
"TOP1",4,4,1,0,1,6
"TOP1",27,18,24,12,11,14
"PLCG1",15,8,10,2,2,2
"SMOX",0,0,4,1,0,0
"SMOX",47,26,29,14,13,12
"CHD6",5,5,6,3,2,6
"LINC01433",6,1,6,7,2,1
"SRSF6",202,176,201,102,113,88
"SGK2",9,7,9,2,3,1
"IFT52",12,7,7,4,3,6
"MYBL2",2,4,1,3,2,3
"MYBL2",93,39,58,19,22,23
"OSER1-DT",5,2,4,5,4,3
"HNF4A",83,73,61,14,5,12
"HNF4A",17,16,15,7,3,0
"HNF4A-AS1",15,14,21,4,2,7
"HNF4A",45,45,44,45,38,41
"MIR3646",24,23,17,16,6,16
"LINC01430",12,1,6,3,0,1
"LINC01620",2,2,2,1,0,0
"TTPAL",21,16,17,10,9,8
"SERINC3",195,205,134,67,68,66
"SERINC3",57,56,58,14,22,26
"PKIG",0,1,3,0,0,0
"ADA",2,2,1,0,0,0
"YWHAB",212,188,187,77,105,78
"TOMM34",34,34,40,25,35,18
"SDC4",46,32,24,12,17,17
"SDC4",65,56,58,23,27,22
"SDC4",92,94,83,48,35,31
"SYS1",15,6,7,3,2,3
"WFDC3",2,3,0,2,0,0
"UBE2C",293,270,283,112,127,118
"NEURL2",25,29,30,13,9,8
"PCIF1",78,53,64,22,17,18
"ZNF335",7,3,3,1,2,2
"NCOA5",36,20,31,18,17,14
"TBC1D20",39,11,33,20,21,26
"SLC35C2",15,13,10,3,7,6
"PRNP",0,2,0,1,0,1
"LOC100131496",10,13,13,2,7,2
"ZMYND8",19,19,15,10,11,4
"NCOA3",0,0,0,0,0,1
"NCOA3",13,12,17,11,9,9
"ARFGEF2",48,29,41,22,24,33
"CSE1L-AS1",7,8,8,3,7,4
"CSE1L",15,8,5,5,4,3
"STAU1",19,14,13,3,8,4
"ZFAS1",5,1,1,1,0,4
"B4GALT5",8,5,4,4,2,3
"B4GALT5",37,21,20,10,12,9
"SLC9A8",0,0,0,0,0,0
"SLC9A8",10,7,11,6,3,3
"RNF114",57,50,47,22,32,36
"UBE2V1",19,10,15,3,3,5
"TMEM189",23,13,18,6,11,15
"PTPN1",15,15,24,8,8,6
"PARD6B",0,0,0,0,0,0
"PARD6B",5,2,6,4,2,2
"PARD6B",7,9,4,1,1,0
"PARD6B",16,13,19,6,5,7
"PARD6B",1,2,2,0,0,0
"PARD6B",0,0,1,0,2,0
"BCAS4",0,1,1,0,0,1
"ADNP-AS1",27,12,29,18,7,18
"DPM1",27,23,16,12,10,11
"TMEM230",36,43,36,16,29,17
"PCNA",2,2,0,1,1,2
"ATP9A",6,5,6,4,1,3
"ATP9A",6,5,6,3,3,1
"ATP9A",10,5,6,2,5,3
"ATP9A",13,12,5,2,1,2
"ATP9A",11,3,11,1,2,1
"SALL4",26,14,22,11,11,9
"ZFP64",4,2,2,1,0,0
"ZFP64",45,31,23,11,11,5
"TSHZ2",28,31,46,10,6,3
"ZNF217",5,4,7,3,2,9
"LOC105372672",6,5,4,1,2,6
"LOC105372672",0,1,1,1,0,0
"LOC105372672",2,1,5,3,1,2
"LOC105372672",3,2,1,3,3,6
"SUMO1P1",1,1,0,0,0,0
"SUMO1P1",3,0,2,1,0,1
"BCAS1",0,1,0,0,0,1
"MIR4756",1,1,1,2,1,2
"BCAS1",0,0,0,2,1,0
"CYP24A1",0,0,0,0,0,0
"CYP24A1",0,0,0,0,0,0
"PFDN4",18,16,18,8,7,3
"CSNK2A1",53,61,53,36,27,24
"GPCPD1",7,0,3,3,1,4
"CSTF1",81,78,85,29,33,36
"RAE1",97,76,81,44,43,27
"RBM38",12,11,11,3,4,9
"SHLD1",1,2,1,1,0,0
"VAPB",6,12,3,4,1,1
"STX16-NPEPL1",53,42,54,16,13,23
"GNAS",12,11,10,1,3,4
"NELFCD",27,16,14,15,16,13
"CTSZ",149,83,87,32,55,30
"ATP5F1E",595,598,563,291,339,241
"PRELID3B",65,76,58,34,22,32
"MCM8",53,48,59,22,25,21
"FAM217B",8,13,12,5,7,11
"CRLS1",29,32,27,15,17,18
"TAF4",3,7,9,5,3,1
"LSM14B",5,2,2,2,3,1
"PSMA7",18,12,15,2,10,8
"MTG2",1,3,5,1,2,0
"OSBPL2",0,0,0,0,0,0
"ADRM1",9,3,5,2,2,4
"LAMA5-AS1",3,8,4,5,6,3
"LAMA5",6,3,3,6,5,0
"RPS21",15,20,23,16,16,18
"MRGBP",32,10,25,10,17,9
"OGFR-AS1",8,6,11,5,0,5
"SNORA117",9,11,5,1,0,0
"DIDO1",14,10,7,3,7,5
"DIDO1",88,70,59,33,30,37
"SLC17A9",18,15,19,5,5,4
"YTHDF1",2,0,0,0,1,0
"HELZ2",214,214,183,102,81,74
"GMEB2",6,4,3,2,0,4
"RTEL1",29,21,16,9,7,8
"ARFRP1",19,20,20,6,6,9
"TPD52L2",27,11,12,3,7,5
"UCKL1",33,36,30,10,11,16
"ZNF512B",9,11,7,3,4,4
"TCEA2",43,25,31,18,8,9
"PCMTD2",0,1,0,0,1,0
"CASC20",0,0,0,0,0,0
"LINC01713",2,1,2,1,0,1
"LINC01713",0,0,0,0,0,0
"LINC01713",1,1,0,0,1,1
"LINC01713",2,2,0,0,1,1
"LINC01713",0,0,0,1,0,2
"BMP2",80,86,81,77,79,64
"TMX4",14,10,5,8,10,7
"PLCB1",0,0,0,0,2,1
"PLCB1",44,32,33,17,13,14
"PLCB1",23,25,26,15,6,9
"PLCB1",83,77,79,39,31,48
"PLCB1",52,52,51,23,27,43
"PLCB1",87,82,98,54,48,70
"PLCB1-IT1",53,71,64,36,39,35
"PLCB1-IT1",13,26,18,14,10,16
"FAM110A",4,5,4,0,0,0
"BAGE",0,0,0,0,0,0
"LINC02246",2,2,5,3,2,2
"LINC02246",2,0,0,2,2,1
"NRIP1",27,17,24,24,22,18
"USP25",14,12,15,11,7,7
"MIR99AHG",0,0,0,0,0,1
"MIR99AHG",0,0,0,4,0,0
"MIR99AHG",7,5,4,6,4,2
"MIR99AHG",6,5,8,5,0,4
"MIR99AHG",45,40,39,22,24,12
"LINC01549",0,1,0,0,0,0
"LINC01549",0,0,1,0,0,0
"CXADR",3,2,1,3,3,3
"CXADR",21,12,18,6,9,15
"C21orf91",0,2,0,0,1,0
"GABPA",40,45,40,23,37,27
"ATP5PF",21,21,9,5,4,8
"APP",333,214,259,106,108,107
"N6AMT1",12,10,6,6,9,7
"RWDD2B",17,24,19,13,12,13
"CCT8",80,94,86,89,59,71
"BACH1",9,5,10,3,5,5
"SCAF4",37,24,33,23,14,25
"HUNK",8,3,7,2,1,0
"HUNK",2,2,2,1,1,0
"CFAP298",89,92,87,43,48,33
"IFNAR1",6,8,8,3,3,3
"IFNGR2",14,8,10,5,14,7
"IFNGR2",9,7,10,4,7,3
"GART",54,41,42,26,30,37
"DONSON",11,13,12,5,6,12
"RCAN1",16,17,11,10,8,11
"SETD4",17,12,12,9,8,2
"DOP1B",5,6,4,5,5,8
"MORC3",8,14,11,23,32,22
"HLCS",14,17,11,6,6,5
"HLCS",1,1,1,0,2,1
"PIGP",8,6,13,5,5,8
"VPS26C",5,9,6,2,4,2
"VPS26C",23,28,33,15,19,13
"DYRK1A",24,17,17,11,23,8
"LINC00114",5,3,0,2,5,1
"ETS2",2,2,2,1,1,1
"HMGN1",0,2,5,0,1,1
"DSCAM-IT1",1,0,0,0,0,0
"LINC00111",2,1,4,1,0,1
"LINC00479",3,1,1,1,3,1
"LINC00479",1,1,3,2,2,1
"LINC00479",1,1,1,1,0,0
"RIPK4",13,12,9,4,4,4
"RIPK4",40,33,28,21,27,17
"PRDM15",1,1,3,0,0,0
"ZBTB21",3,3,2,3,2,1
"PDE9A",7,9,5,5,2,2
"LINC01668",7,3,16,6,2,5
"LINC01668",5,5,5,3,3,0
"LINC01668",4,4,7,3,3,2
"WDR4",19,17,11,8,18,10
"NDUFV3",14,9,19,12,14,16
"PKNOX1",0,0,0,0,0,0
"LINC00322",0,0,0,2,0,0
"LINC00322",0,0,0,1,1,0
"LINC00322",0,2,0,1,0,0
"LINC00322",2,3,3,1,1,3
"LINC00322",4,3,1,1,0,0
"MIR6070",1,1,1,2,0,0
"PDXK",108,50,71,45,61,46
"PDXK",9,4,11,4,4,3
"CSTB",83,93,73,46,51,40
"AGPAT3",7,9,5,1,4,3
"TRAPPC10",12,8,11,6,10,9
"PFKL",32,26,31,27,23,28
"CFAP410",15,24,11,11,13,9
"UBE2G2",22,30,25,20,18,15
"SUMO3",32,18,32,18,19,23
"PTTG1IP",354,228,296,134,188,168
"PICSAR",3,1,1,1,1,0
"POFUT2",25,26,26,19,11,7
"LINC00205",136,117,111,53,47,46
"LINC00316",11,12,9,4,6,10
"COL18A1",26,26,31,13,14,9
"COL18A1-AS2",47,34,38,12,13,12
"COL18A1-AS1",17,16,23,11,10,11
"COL18A1-AS1",15,17,19,7,7,15
"COL18A1-AS1",18,25,24,10,2,8
"YBEY",45,23,35,23,17,28
"C21orf58",15,16,8,4,8,8
"DIP2A",3,3,1,4,0,1
"PRMT2",17,22,17,12,16,10
"MIR6724-1",0,0,0,0,0,0
"RNA28SN5",1,1,1,0,1,0
"RNA28SN5",2,0,1,0,3,2
"RNA28SN5",1,0,0,0,0,0
"MIR6724-2",2,0,3,1,0,3
"RNA5-8SN2",13,1,6,2,8,5
"RNA5-8SN4",0,1,2,2,13,0
"RNA28SN3",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"MIR6724-3",0,0,0,0,0,0
"MIR10396A",118,29,207,47,342,55
"LOC102723769",0,0,0,0,0,0
"LOC102723769",0,0,0,0,0,0
"HDHD5",8,3,5,6,5,1
"HDHD5",1,1,0,2,0,1
"ATP6V1E1",108,121,97,70,95,94
"BCL2L13",33,39,39,24,29,28
"MIR3198-1",10,6,9,9,7,3
"BID",6,6,6,2,4,2
"MICAL3",13,7,8,9,2,7
"MIR648",7,4,6,6,5,1
"MIR648",4,4,3,2,1,2
"MICAL3",3,3,6,2,5,2
"PEX26",0,2,1,1,2,2
"PEX26",1,1,5,0,2,3
"PEX26",1,5,1,0,0,0
"PEX26",51,38,40,19,21,23
"PEX26",66,58,37,25,33,20
"FAM230D",0,0,0,0,0,0
"FAM230F",0,0,0,0,0,0
"DGCR2",196,166,145,106,80,69
"CLTCL1",1,0,2,2,2,4
"MRPL40",20,3,7,12,12,5
"C22orf39",26,9,17,6,9,7
"CDC45",14,4,7,4,5,1
"LINC00895",0,0,0,0,1,0
"TBX1",8,13,13,5,5,5
"RTL10",2,6,2,2,2,1
"RTL10",11,8,18,4,7,4
"TXNRD2",29,27,21,27,14,20
"ARVCF",0,3,1,1,0,1
"MIR185",8,7,2,6,2,2
"DGCR8",0,0,0,0,0,0
"LOC284865",0,0,0,0,1,0
"DGCR6L",20,10,17,10,13,5
"ZNF74",5,6,6,4,5,3
"KLHL22",2,1,1,1,3,3
"MED15",24,12,14,12,8,14
"SERPIND1",10,4,5,4,4,1
"SERPIND1",6,9,7,9,8,5
"SERPIND1",9,8,6,9,11,11
"PI4KA",10,2,6,3,8,1
"SNAP29",8,8,11,5,4,7
"SNAP29",2,5,2,2,1,1
"CRKL",17,12,19,16,12,8
"LINC01637",824,840,779,705,647,681
"LINC01637",14,6,4,7,9,4
"LZTR1",16,14,10,14,9,13
"THAP7",17,15,14,14,13,12
"TMEM191C",5,3,2,4,1,0
"UBE2L3",3,4,6,5,8,8
"",81,46,63,30,46,29
"SDF2L1",4,2,1,3,1,6
"MIR301B",2,5,6,1,4,1
"MIR130B",6,7,6,1,3,1
"PPIL2",96,73,68,37,38,37
"MAPK1",35,27,21,13,25,13
"TOP3B",15,14,11,6,7,4
"RSPH14",3,1,1,0,1,0
"FAM230I",9,8,8,18,17,24
"PCAT14",4,12,11,21,19,14
"PCAT14",8,10,3,1,2,1
"PCAT14",7,3,3,0,3,6
"IGLL1",6,6,5,6,3,6
"RGL4",30,17,28,22,12,11
"GUSBP11",34,29,34,15,19,17
"SUSD2",4,1,3,0,1,1
"SPECC1L",63,55,57,53,37,35
"ADORA2A-AS1",25,13,16,19,21,23
"UPB1",2,2,2,6,2,1
"UPB1",0,0,3,1,0,0
"GUCD1",16,14,18,9,14,7
"GUCD1",13,12,10,5,7,5
"TMEM211",2,0,1,1,1,0
"LRP5L",21,19,22,22,13,13
"HPS4",16,9,7,7,8,6
"MIATNB",18,18,20,7,6,11
"MN1",0,1,0,0,1,1
"MN1",2,1,1,1,2,0
"PITPNB",2,4,1,3,7,3
"MIR3199-1",4,3,3,4,2,1
"MIR5739",8,4,5,4,10,6
"CHEK2",4,3,4,9,3,4
"CHEK2",3,6,2,2,2,2
"CCDC117",9,8,6,3,7,10
"CCDC117",35,35,43,18,23,21
"XBP1",624,324,448,506,677,530
"XBP1",2,1,1,2,1,3
"XBP1",5,4,5,4,6,8
"XBP1",0,3,5,0,2,1
"ZNRF3",64,35,41,34,26,19
"ZNRF3-AS1",10,14,10,6,7,16
"ZNRF3-AS1",15,10,4,14,8,6
"RHBDD3",24,17,10,9,11,5
"GAS2L1",3,2,1,3,2,2
"AP1B1",145,129,105,77,74,77
"THOC5",13,6,11,7,7,5
"NIPSNAP1",55,47,38,29,23,30
"NF2",0,1,1,1,0,2
"NF2",3,10,3,7,1,5
"ZMAT5",5,8,3,9,3,6
"ASCC2",4,4,7,6,5,2
"MTMR3",17,15,8,13,11,10
"HORMAD2-AS1",2,3,0,2,0,3
"LIF-AS1",16,14,14,6,8,9
"LIF-AS1",17,8,8,10,3,6
"LIF-AS1",0,0,3,0,0,0
"LIF",2,0,2,2,0,1
"SF3A1",123,86,122,99,80,92
"MTFP1",18,6,7,8,8,2
"GAL3ST1",9,4,9,5,7,1
"PES1",1,0,0,0,0,0
"TCN2",14,24,18,8,3,12
"OSBP2",12,15,6,4,3,2
"TUG1",20,23,15,10,10,13
"SMTN",0,0,0,0,2,0
"SMTN",3,6,3,1,5,7
"SMTN",3,7,1,1,2,3
"SELENOM",28,20,17,19,22,17
"LIMK2",12,7,7,7,6,12
"PIK3IP1",1,3,1,0,1,1
"LINC01521",66,53,66,23,24,32
"DRG1",53,63,55,44,51,45
"EIF4ENIF1",0,0,0,1,0,1
"PISD",18,15,16,10,9,16
"PISD",8,22,10,6,4,14
"PISD",5,1,6,3,3,2
"PRR14L",12,18,12,17,11,11
"PRR14L",36,21,43,33,31,19
"DEPDC5",1,1,1,2,5,4
